218	134
219	133
218	130
218	130
218	130
219	130
220	131
220	131
220	130
220	130
220	130
221	131
222	131
222	131
221	131
222	132
223	132
221	132
223	132
222	132
223	132
223	133
223	134
223	135
224	135
223	135
225	136
225	136
225	136
225	136
225	135
225	135
224	135
224	135
223	135
223	135
227	141
225	145
223	134
228	137
224	135
224	135
224	135
224	135
224	135
224	136
223	136
224	136
223	135
223	135
223	135
224	137
223	135
223	135
224	135
224	135
224	136
225	136
224	136
225	136
225	137
224	137
223	137
223	137
222	137
223	137
224	137
223	136
223	136
223	137
222	137
223	137
223	139
223	138
223	139
223	139
223	139
223	140
223	141
223	141
222	142
223	142
224	143
224	138
223	143
223	141
222	139
223	138
222	139
222	139
223	143
222	136
222	136
222	138
222	138
220	138
221	138
221	138
221	139
221	139
221	136
221	139
220	138
220	138
220	137
220	133
220	133
220	135
220	132
220	135
220	131
221	131
221	131
221	131
221	130
220	130
220	130
220	130
221	129
221	130
225	126
225	131
223	129
223	129
222	129
223	130
223	130
222	129
224	130
224	130
224	130
223	130
224	130
223	129
223	130
224	131
224	129
224	130
224	129
224	129
223	129
224	129
223	129
223	129
223	129
223	128
223	128
222	128
220	127
219	127
222	128
222	127
222	128
221	127
221	127
221	129
221	129
221	130
221	129
220	129
221	129
221	129
220	129
220	129
216	127
219	129
217	129
217	129
216	129
216	130
216	129
216	129
216	129
217	129
216	129
216	130
216	130
216	130
216	132
216	132
215	134
215	134
215	132
214	133
214	133
213	133
212	133
212	132
212	132
212	135
212	134
211	134
212	135
212	136
212	136
212	136
212	137
212	137
212	138
212	139
212	139
212	139
212	140
213	140
213	141
212	141
211	142
210	142
211	143
210	145
211	144
210	145
209	147
210	146
209	145
207	146
208	148
208	149
207	148
207	150
206	149
206	150
205	151
205	151
206	151
205	151
204	150
202	151
201	151
201	151
198	150
198	151
199	152
197	152
197	152
196	152
195	153
195	153
196	154
195	154
196	155
195	155
194	156
191	156
190	155
189	155
189	155
191	156
191	156
191	157
191	157
191	156
190	155
190	156
190	156
189	157
190	157
191	157
191	157
192	157
191	155
191	156
191	156
191	156
191	156
191	157
190	158
190	161
190	158
190	158
191	160
190	160
190	160
191	159
191	160
192	161
193	163
193	163
194	163
194	162
194	162
195	162
195	163
195	162
196	161
196	161
197	162
196	161
197	160
198	162
197	162
199	161
199	160
201	160
200	160
201	160
201	160
201	159
201	160
202	162
207	172
206	166
207	166
207	166
208	165
208	165
208	165
208	166
207	166
207	166
208	167
208	167
208	167
208	167
208	167
208	166
207	166
208	166
209	166
209	165
210	165
210	166
210	167
210	167
210	166
210	166
210	167
210	166
210	166
211	166
211	166
211	165
211	166
211	165
212	165
211	164
212	164
211	164
212	165
212	165
212	165
213	166
216	165
215	166
215	166
215	167
216	167
216	167
217	167
217	167
216	167
218	167
218	167
218	167
218	167
218	167
219	167
219	166
222	166
223	166
223	166
223	166
223	166
223	166
223	165
224	165
223	165
222	165
223	165
223	165
223	165
224	165
225	165
227	164
227	164
227	165
226	164
227	165
226	164
226	164
225	164
224	164
223	164
222	164
222	164
222	163
222	163
222	163
222	163
222	164
221	163
221	163
220	163
220	163
220	163
219	163
219	163
219	163
219	164
218	164
218	164
218	164
218	164
218	164
218	164
218	164
218	164
217	164
217	164
217	164
217	165
217	165
217	165
217	165
217	165
217	165
218	165
218	165
218	165
218	165
218	165
218	165
218	165
218	165
218	165
218	164
219	164
219	165
219	165
219	165
219	165
219	165
218	165
218	166
219	166
220	166
220	166
220	166
220	166
220	166
220	166
220	166
220	166
220	166
220	167
221	167
221	167
221	167
221	167
220	167
220	167
220	167
220	167
220	167
220	167
220	168
220	168
220	168
220	168
220	168
221	169
221	169
221	169
221	169
221	169
221	169
221	169
220	169
220	169
220	169
220	169
220	169
220	169
220	169
220	169
220	169
220	169
221	169
221	169
222	167
221	167
221	167
221	167
220	167
220	168
220	168
220	168
220	168
220	168
220	168
220	168
221	169
221	167
220	167
220	167
220	167
220	167
220	167
220	167
220	167
220	166
220	167
220	166
220	166
220	166
220	166
220	166
219	166
219	166
220	165
