245	81
245	82
245	81
244	82
245	82
245	82
245	82
246	81
247	81
247	81
247	81
247	81
251	81
251	81
252	81
251	81
251	81
251	81
251	82
251	82
251	83
251	84
251	85
251	84
252	84
252	82
253	83
253	84
253	84
253	84
253	83
252	83
252	83
249	85
247	87
247	87
253	84
252	84
252	84
251	85
250	87
250	87
250	87
250	87
250	87
249	87
249	88
249	88
248	88
249	88
249	88
249	87
249	87
249	87
249	88
249	88
249	86
249	87
249	87
249	88
248	89
248	89
246	90
248	89
246	90
248	88
246	89
246	89
246	89
241	90
245	90
245	91
245	91
246	91
247	92
246	92
247	92
247	92
247	93
247	93
247	93
248	92
248	92
248	92
247	92
247	92
247	92
247	91
246	92
246	92
248	92
248	93
248	93
248	93
248	93
248	93
248	93
243	93
247	93
247	93
247	93
247	92
246	92
246	92
246	92
245	91
244	92
246	88
245	90
245	88
245	90
244	89
244	89
243	89
244	89
244	89
243	89
244	88
244	88
244	88
245	89
246	88
245	88
245	88
246	88
246	87
247	87
246	88
246	88
247	88
247	87
246	87
246	88
246	88
246	87
246	88
247	87
247	87
247	87
245	89
245	88
246	88
245	87
245	87
245	88
245	88
246	88
245	87
241	89
241	89
244	87
244	88
244	87
244	88
244	88
244	88
243	89
241	89
243	88
243	88
241	90
240	90
240	90
240	90
240	90
239	90
241	90
238	91
241	90
241	90
242	89
242	89
242	90
242	91
241	91
241	91
242	92
241	92
241	92
241	92
241	94
241	94
241	95
240	95
241	95
242	95
242	96
241	96
242	96
242	96
242	96
242	98
241	99
242	99
242	100
241	101
242	101
242	102
243	102
242	103
243	104
243	105
243	105
242	105
241	107
242	107
242	107
242	107
241	107
240	108
240	109
241	108
240	109
240	110
240	110
240	111
240	112
238	113
237	114
235	115
235	115
235	115
236	115
236	116
236	117
235	116
235	117
234	117
233	118
233	118
235	119
233	119
231	120
230	119
229	120
229	121
230	121
229	122
230	123
230	123
230	124
230	124
229	125
229	124
229	123
228	123
227	123
227	125
226	124
226	123
226	123
226	124
226	124
226	124
227	124
226	124
226	124
227	124
226	124
227	124
227	124
226	124
226	126
226	125
226	126
226	127
226	128
226	128
225	129
226	129
226	128
227	129
227	130
227	131
228	131
228	131
227	132
228	133
228	133
229	132
229	133
229	133
229	133
231	134
231	134
231	134
232	134
232	135
233	134
233	133
234	132
234	133
234	132
233	132
234	132
234	131
234	132
235	132
235	132
235	132
231	133
232	134
233	134
234	133
236	133
236	134
236	135
236	135
237	135
236	136
237	136
237	136
237	138
237	138
237	137
237	136
237	136
236	135
236	135
237	136
237	135
237	135
237	135
237	135
236	136
236	136
237	136
237	135
237	135
237	135
236	135
236	135
236	135
237	134
238	134
238	134
239	134
239	134
239	134
239	135
239	135
238	135
238	137
237	137
238	137
238	138
238	138
238	138
237	139
238	138
239	138
239	138
239	138
239	138
239	139
239	138
239	138
240	138
240	138
239	137
237	137
238	137
238	137
238	137
238	137
239	137
239	136
238	136
238	136
238	136
238	135
238	135
239	136
237	135
235	134
235	135
235	135
235	135
235	135
235	135
235	135
235	135
235	135
235	135
235	135
235	135
235	135
235	134
235	134
235	133
237	134
236	134
236	135
236	135
236	134
236	135
236	135
235	135
235	135
236	135
235	135
236	136
235	135
235	136
235	135
235	136
235	136
234	135
234	136
234	136
235	137
235	137
235	137
235	137
235	137
235	137
235	138
235	137
236	137
236	138
235	139
235	139
235	139
236	138
236	139
236	138
237	139
237	138
237	138
237	139
237	139
237	139
237	139
237	139
237	139
237	139
237	139
237	139
238	139
238	139
238	140
238	140
238	140
238	139
239	140
239	140
239	141
239	141
239	140
239	141
239	140
239	141
239	141
239	141
238	141
238	141
239	142
239	142
239	142
238	142
238	142
239	142
239	143
239	143
239	143
239	143
239	143
239	143
239	143
239	143
239	143
239	143
238	143
238	143
238	143
238	143
238	143
238	142
238	141
238	141
238	143
238	143
238	143
238	143
238	143
238	143
238	143
238	143
238	143
238	143
238	143
238	144
238	144
238	143
238	143
238	143
238	143
237	143
237	142
237	142
237	140
237	140
237	141
237	142
237	141
237	141
237	142
237	142
237	142
237	141
237	141
237	141
237	142
237	142
237	142
236	142
236	142
236	143
236	143
236	143
236	143
236	143
236	143
236	143
236	143
236	143
236	143
236	143
236	143
236	144
236	144
235	143
236	143
236	143
236	143
236	142
236	142
235	142
235	142
236	141
234	142
235	141
234	141
235	141
235	141
235	141
235	141
235	141
235	141
235	142
235	142
235	142
235	142
234	142
234	142
235	141
235	141
235	141
235	140
235	140
234	140
234	140
235	140
235	139
235	139
235	139
235	138
235	138
235	138
235	138
234	139
234	139
234	138
233	138
232	138
232	139
231	138
230	138
230	138
230	138
230	138
230	138
230	138
230	138
230	138
230	138
230	137
230	137
231	136
230	136
231	136
230	135
230	134
230	134
230	134
231	134
229	134
229	135
229	135
229	135
229	135
229	134
229	134
229	134
228	134
228	134
228	133
229	133
229	133
229	133
229	133
229	133
229	133
230	133
229	132
229	132
229	132
229	132
229	132
229	130
229	131
229	130
229	130
229	130
229	130
229	130
229	131
229	130
229	129
229	129
229	132
229	132
229	132
230	131
230	131
230	132
229	132
229	132
229	132
229	132
229	132
229	132
229	132
229	132
229	132
229	132
229	132
229	132
229	133
229	132
229	133
229	133
229	133
229	133
229	133
229	133
229	133
229	133
229	133
229	133
230	131
229	131
229	132
229	131
229	131
229	131
229	130
230	131
229	127
229	127
229	126
229	129
229	129
229	129
229	129
229	130
229	130
229	130
229	130
230	131
230	131
230	131
231	131
231	132
231	132
231	132
231	132
230	131
231	130
231	130
232	130
232	130
232	131
232	130
233	131
232	131
232	131
232	131
232	130
232	129
234	131
234	130
234	129
234	129
235	130
235	130
236	132
236	133
236	133
236	133
236	133
236	133
236	134
237	134
236	134
236	134
237	134
236	134
236	134
236	134
237	133
237	134
237	134
237	133
237	133
237	133
237	133
237	133
237	133
237	133
237	133
236	132
236	131
236	131
236	131
236	131
236	131
236	131
236	131
236	131
236	132
236	131
236	131
236	131
235	131
235	130
235	130
235	130
235	130
234	130
235	128
234	126
234	128
234	128
234	129
234	129
234	129
234	129
234	129
232	129
231	129
227	128
224	129
220	130
218	130
214	130
212	130
209	130
206	130
203	130
201	130
199	131
195	132
193	132
191	132
188	132
186	132
184	133
183	133
181	134
179	134
178	134
176	134
175	134
174	134
172	134
170	134
169	134
168	134
167	135
166	136
165	136
164	136
164	136
162	137
162	137
161	137
160	138
159	138
158	138
158	138
157	138
156	139
155	139
155	139
154	138
154	138
153	138
154	138
154	138
153	137
153	137
153	137
153	136
154	136
154	136
154	136
154	136
153	136
153	136
153	136
153	135
153	135
153	136
153	136
153	136
152	137
152	137
152	137
152	137
152	136
152	136
152	135
152	135
152	136
150	136
149	135
148	135
148	136
147	135
147	135
146	135
145	135
145	135
145	136
145	135
145	135
144	135
144	135
144	136
143	136
143	136
143	136
143	135
143	135
143	136
142	136
142	136
143	136
142	136
142	136
142	136
142	137
142	136
142	136
142	136
142	136
142	136
142	136
142	135
142	136
142	136
142	135
142	135
142	135
141	136
141	135
141	135
141	135
141	135
141	135
140	135
140	135
140	135
139	134
139	134
139	134
139	134
139	134
139	134
138	134
138	134
138	134
138	134
138	135
138	134
137	135
137	135
137	135
137	135
137	135
136	135
136	135
136	135
136	135
136	136
136	136
136	136
136	136
136	135
136	135
137	135
137	135
138	135
138	135
138	135
138	136
138	135
139	134
141	134
142	133
142	133
144	132
144	132
144	132
144	132
144	132
144	132
144	132
143	131
143	131
143	131
142	131
142	131
142	131
141	131
141	131
141	131
140	131
140	131
140	131
140	130
140	130
140	130
140	130
140	130
140	130
140	130
139	130
139	130
139	130
139	129
